id,genero_cliente,alias,tipo_servicio,genero_preferencia,tiempo_minutos,valor_total,medio_pago,Fecha_Ingreso
652,Masculino,El Papi,Servicio premium,Cualquiera,30,266530,Tarjeta,2023-07-17
653,Femenino,Diamante,Masaje,Cualquiera,120,221430,Cripto,2023-12-18
654,Femenino,La Fiera,Baile privado,Masculino,60,337323,Transferencia,2023-04-28
655,Femenino,Diamante,Servicio premium,Cualquiera,30,206664,Transferencia,2023-04-07
656,Masculino,El Tigre,Baile privado,Masculino,45,494168,Transferencia,2023-02-17
657,No binario,Bombón,Acompañamiento,Femenino,90,390626,Tarjeta,2023-07-31
658,Masculino,El Bravo,Acompañamiento,Femenino,90,69864,Efectivo,2023-07-08
659,Femenino,La Tremenda,Servicio premium,Cualquiera,90,96311,Cripto,2023-06-17
660,Femenino,Pecado,Acompañamiento,Masculino,30,428988,Efectivo,2023-04-25
661,Femenino,La Leona,Acompañamiento,Femenino,120,168405,Tarjeta,2023-04-04
662,Femenino,Gata Salvaje,Masaje,Femenino,60,217351,Tarjeta,2023-05-18
663,Femenino,Poker,Baile privado,Masculino,30,120189,Cripto,2023-10-03
664,Masculino,El Negro,Servicio premium,Cualquiera,45,264018,Tarjeta,2023-10-03
665,Femenino,Candy,Masaje,Femenino,30,152680,Tarjeta,2023-04-12
666,Masculino,El Papi,Acompañamiento,Femenino,120,67199,Transferencia,2023-04-17
667,Femenino,Candy,Acompañamiento,Masculino,45,171017,Transferencia,2023-07-04
668,Masculino,El Lobo,Acompañamiento,Masculino,60,380535,Cripto,2023-04-29
669,Femenino,Sirena,Servicio premium,Masculino,30,219197,Cripto,2023-04-25
670,No binario,Bombón,Baile privado,Cualquiera,120,133919,Transferencia,2023-07-02
671,Femenino,Pecado,Masaje,Masculino,90,368885,Cripto,2023-10-17
672,Femenino,Luz Negra,Servicio premium,Femenino,30,377731,Transferencia,2023-08-21
673,No binario,Sombra,Baile privado,Cualquiera,120,405849,Efectivo,2023-03-27
674,Masculino,El Búho,Baile privado,Masculino,90,381941,Efectivo,2023-09-24
675,Femenino,La Diabla,Servicio premium,Masculino,45,91352,Tarjeta,2023-01-20
676,Femenino,Rubí,Servicio premium,Femenino,90,99221,Efectivo,2023-01-20
677,Masculino,El Búho,Acompañamiento,Cualquiera,120,101983,Transferencia,2023-03-07
678,Femenino,Candy,Servicio premium,Femenino,45,424584,Efectivo,2023-02-16
679,Masculino,El Vato,Baile privado,Femenino,45,58869,Transferencia,2023-01-28
680,Masculino,Tormenta,Servicio premium,Masculino,90,483001,Efectivo,2023-03-30
681,Masculino,El Búho,Baile privado,Cualquiera,30,193179,Transferencia,2023-09-21
682,Femenino,Rubí,Baile privado,Masculino,60,295226,Tarjeta,2023-11-26
683,Femenino,Sirena,Servicio premium,Femenino,90,95586,Transferencia,2023-08-12
684,Masculino,El Búho,Servicio premium,Cualquiera,30,433878,Efectivo,2023-02-07
685,Femenino,Cupcake,Servicio premium,Femenino,60,84923,Tarjeta,2023-07-09
686,Masculino,El Veneno,Acompañamiento,Cualquiera,30,305949,Cripto,2023-11-13
687,Femenino,Rubí,Acompañamiento,Cualquiera,45,125554,Transferencia,2023-03-19
688,Femenino,La Leona,Servicio premium,Masculino,30,363512,Efectivo,2023-07-05
689,Masculino,El Mister,Servicio premium,Femenino,45,216452,Efectivo,2023-09-29
690,Masculino,El Bravo,Servicio premium,Masculino,45,242152,Tarjeta,2023-10-04
691,Masculino,Fantasma,Acompañamiento,Cualquiera,30,200065,Tarjeta,2023-07-17
692,Masculino,El Negro,Servicio premium,Cualquiera,45,498367,Efectivo,2023-06-22
693,Masculino,El Gallito,Masaje,Cualquiera,30,301526,Efectivo,2023-02-05
694,Femenino,Dulce,Acompañamiento,Masculino,90,482800,Cripto,2023-07-25
695,Masculino,El Gallito,Acompañamiento,Masculino,120,66706,Tarjeta,2023-03-19
696,Femenino,Sirena,Baile privado,Cualquiera,90,385500,Efectivo,2023-06-30
697,Masculino,El Bravo,Masaje,Cualquiera,120,61322,Transferencia,2023-03-07
698,Masculino,El Veneno,Acompañamiento,Cualquiera,60,111398,Transferencia,2023-03-14
699,Masculino,El Flaco,Baile privado,Cualquiera,120,156656,Transferencia,2023-12-18
700,Femenino,Gata Salvaje,Acompañamiento,Cualquiera,60,85120,Tarjeta,2023-10-26
701,Femenino,La Reina,Baile privado,Cualquiera,90,222270,Efectivo,2023-12-23
702,Femenino,Poker,Masaje,Femenino,90,241277,Tarjeta,2023-09-11
703,Masculino,El Mister,Baile privado,Femenino,120,436743,Efectivo,2023-09-15
704,Masculino,El Papi,Baile privado,Masculino,120,197310,Transferencia,2023-04-19
705,Masculino,Shadow,Masaje,Masculino,90,293610,Tarjeta,2023-01-26
706,Masculino,El Bravo,Servicio premium,Masculino,120,438879,Tarjeta,2023-10-15
707,Masculino,El Negro,Baile privado,Femenino,90,81803,Transferencia,2023-09-27
708,Masculino,El Gallito,Servicio premium,Cualquiera,120,224776,Efectivo,2023-11-27
709,Femenino,La Reina,Baile privado,Cualquiera,60,374894,Efectivo,2023-12-15
710,Femenino,La Tremenda,Servicio premium,Femenino,90,491845,Efectivo,2023-06-16
711,Masculino,El Bravo,Acompañamiento,Femenino,30,232299,Tarjeta,2023-04-18
712,Femenino,Poker,Baile privado,Masculino,60,70957,Efectivo,2023-10-09
713,Masculino,El Vato,Acompañamiento,Cualquiera,120,326912,Cripto,2023-06-28
714,Femenino,La Reina,Masaje,Cualquiera,90,102902,Cripto,2023-12-03
715,Femenino,La Tremenda,Baile privado,Femenino,60,488120,Efectivo,2023-07-28
716,Femenino,Sirena,Acompañamiento,Cualquiera,45,425702,Efectivo,2023-05-06
717,Femenino,La Mamba,Baile privado,Cualquiera,120,472973,Transferencia,2023-06-06
718,Masculino,El Papi,Acompañamiento,Femenino,90,231588,Cripto,2023-10-21
719,Masculino,El Negro,Servicio premium,Cualquiera,45,212903,Efectivo,2023-06-02
720,Femenino,La Tremenda,Acompañamiento,Cualquiera,90,436117,Transferencia,2023-07-21
721,Femenino,Cupcake,Servicio premium,Cualquiera,60,467660,Cripto,2023-12-12
722,Femenino,La Leona,Masaje,Cualquiera,120,393106,Efectivo,2023-12-20
723,Masculino,El Duende,Acompañamiento,Femenino,90,376535,Tarjeta,2023-05-21
724,Femenino,Dulce,Acompañamiento,Cualquiera,45,85599,Tarjeta,2023-04-30
725,Femenino,La Fiera,Baile privado,Cualquiera,45,418025,Cripto,2023-08-11
726,Masculino,El Vato,Acompañamiento,Cualquiera,30,409794,Efectivo,2023-06-16
727,Femenino,Gata Salvaje,Baile privado,Femenino,60,184238,Cripto,2023-08-19
728,Femenino,La Mamba,Baile privado,Femenino,120,391745,Tarjeta,2023-05-06
729,Femenino,Poker,Servicio premium,Masculino,90,445931,Efectivo,2023-01-28
730,Femenino,La Mamba,Acompañamiento,Cualquiera,120,378925,Cripto,2023-08-04
731,Masculino,El Negro,Masaje,Femenino,120,435426,Cripto,2023-09-04
732,Femenino,Pecado,Servicio premium,Masculino,90,189226,Efectivo,2023-07-22
733,Femenino,La Reina,Masaje,Masculino,30,209572,Tarjeta,2023-09-08
734,Femenino,Diamante,Baile privado,Masculino,120,312473,Tarjeta,2023-12-14
735,Femenino,La Tremenda,Baile privado,Femenino,60,423092,Cripto,2023-09-21
736,Femenino,La Diabla,Acompañamiento,Femenino,45,345662,Cripto,2023-07-31
737,Masculino,Fantasma,Masaje,Cualquiera,90,427039,Tarjeta,2023-07-29
738,Femenino,La Tremenda,Masaje,Cualquiera,90,341060,Transferencia,2023-02-21
739,Masculino,Tormenta,Masaje,Cualquiera,60,471412,Tarjeta,2023-06-19
740,Masculino,El Rulo,Servicio premium,Cualquiera,30,105692,Tarjeta,2023-06-22
741,Femenino,La Coneja,Servicio premium,Masculino,60,246375,Cripto,2023-10-16
742,Masculino,Rayo,Servicio premium,Femenino,45,220081,Tarjeta,2023-12-08
743,Masculino,El Búho,Baile privado,Femenino,60,391129,Transferencia,2023-09-22
744,Femenino,Luz Negra,Servicio premium,Cualquiera,30,98942,Transferencia,2023-11-27
745,Femenino,Diamante,Servicio premium,Masculino,90,58278,Efectivo,2023-01-23
746,Femenino,Gata Salvaje,Baile privado,Cualquiera,120,287131,Tarjeta,2023-10-12
747,Masculino,El Bravo,Acompañamiento,Cualquiera,45,257690,Cripto,2023-05-28
748,Femenino,La Pantera,Masaje,Masculino,30,421781,Efectivo,2023-10-11
749,Masculino,El Veneno,Servicio premium,Femenino,60,337402,Tarjeta,2023-08-08
750,Masculino,El Vato,Acompañamiento,Masculino,30,184531,Tarjeta,2023-03-03
751,Femenino,Rubí,Masaje,Cualquiera,120,160881,Cripto,2023-11-12
752,Masculino,El Veneno,Servicio premium,Femenino,30,448563,Tarjeta,2023-06-21
753,Masculino,Fantasma,Baile privado,Masculino,90,139292,Efectivo,2023-03-14
754,Femenino,Dulce,Baile privado,Masculino,45,82532,Tarjeta,2023-08-08
755,Femenino,Poker,Servicio premium,Cualquiera,60,151689,Tarjeta,2023-07-01
756,Masculino,El Mono,Masaje,Cualquiera,120,225745,Cripto,2023-09-30
757,Femenino,Pecado,Baile privado,Cualquiera,60,468242,Efectivo,2023-09-14
758,Femenino,La Fiera,Baile privado,Cualquiera,30,467615,Cripto,2023-10-22
759,Masculino,El Papi,Baile privado,Femenino,60,207923,Transferencia,2023-11-04
760,Femenino,La Mamba,Masaje,Femenino,120,114077,Cripto,2023-02-23
761,Femenino,La Reina,Masaje,Femenino,90,223389,Cripto,2023-08-06
762,Masculino,El Rey,Baile privado,Cualquiera,120,176326,Cripto,2023-11-24
763,Masculino,El Vato,Baile privado,Femenino,45,340918,Cripto,2023-03-01
764,Femenino,Cupcake,Baile privado,Cualquiera,60,112165,Efectivo,2023-07-04
765,Femenino,La Fiera,Servicio premium,Cualquiera,45,155010,Transferencia,2023-03-01
766,Femenino,La Pantera,Acompañamiento,Femenino,45,239296,Efectivo,2023-03-07
767,Femenino,La Reina,Acompañamiento,Cualquiera,90,248485,Efectivo,2023-10-27
768,Femenino,La Mamba,Acompañamiento,Cualquiera,45,235872,Cripto,2023-03-23
769,Femenino,Cupcake,Masaje,Cualquiera,120,221009,Tarjeta,2023-10-13
770,Femenino,La Tremenda,Servicio premium,Masculino,60,103877,Cripto,2023-04-02
771,No binario,Bombón,Masaje,Femenino,60,221630,Cripto,2023-12-05
772,Femenino,Cupcake,Servicio premium,Cualquiera,45,77379,Cripto,2023-07-23
773,Masculino,El Mister,Baile privado,Masculino,30,375225,Cripto,2023-02-25
774,Femenino,Sirena,Acompañamiento,Femenino,30,473829,Transferencia,2023-08-01
775,Masculino,Fantasma,Servicio premium,Femenino,60,63369,Efectivo,2023-11-26
776,Masculino,Tormenta,Acompañamiento,Femenino,45,453574,Tarjeta,2023-05-14
777,Femenino,Sirena,Masaje,Cualquiera,30,285798,Efectivo,2023-11-07
778,Femenino,La Chispa,Masaje,Cualquiera,45,367379,Cripto,2023-11-19
779,Masculino,El Rey,Baile privado,Cualquiera,45,311925,Efectivo,2023-10-09
780,Masculino,El Tigre,Servicio premium,Masculino,60,119436,Transferencia,2023-04-19
781,Masculino,El Gallito,Baile privado,Cualquiera,120,140318,Cripto,2023-07-24
782,Femenino,La Fiera,Baile privado,Masculino,45,172704,Cripto,2023-12-10
783,Masculino,El Negro,Baile privado,Femenino,45,381392,Cripto,2023-10-23
784,Masculino,El Tigre,Servicio premium,Cualquiera,120,206581,Tarjeta,2023-07-08
785,Femenino,Luz Negra,Baile privado,Cualquiera,90,242332,Transferencia,2023-03-27
786,Femenino,La Fiera,Baile privado,Cualquiera,45,247116,Tarjeta,2023-02-10
787,Masculino,El Gallito,Baile privado,Femenino,90,403125,Tarjeta,2023-02-23
788,Masculino,El Bravo,Baile privado,Cualquiera,45,417184,Tarjeta,2023-03-13
789,Masculino,El Rulo,Baile privado,Masculino,60,455841,Efectivo,2023-09-20
790,Femenino,La Diabla,Acompañamiento,Femenino,30,115159,Transferencia,2023-06-12
791,Femenino,Sirena,Baile privado,Cualquiera,90,92844,Tarjeta,2023-09-02
792,Femenino,Candy,Baile privado,Cualquiera,60,55993,Transferencia,2023-07-04
793,Masculino,El Rey,Acompañamiento,Masculino,45,427849,Efectivo,2023-11-11
794,Masculino,El Duende,Acompañamiento,Masculino,90,96103,Cripto,2023-07-30
795,Masculino,El Lobo,Masaje,Cualquiera,45,414300,Tarjeta,2023-11-10
796,Masculino,El Tigre,Servicio premium,Cualquiera,30,102712,Tarjeta,2023-11-07
797,Masculino,El Mono,Baile privado,Cualquiera,60,434434,Tarjeta,2023-12-26
798,Femenino,Candy,Baile privado,Masculino,45,426296,Transferencia,2023-04-05
799,Femenino,Sirena,Servicio premium,Cualquiera,90,416206,Cripto,2023-05-30
800,Femenino,La Fiera,Servicio premium,Cualquiera,60,346719,Transferencia,2023-09-27
801,Masculino,El Mono,Baile privado,Masculino,30,154444,Tarjeta,2023-02-24
802,Masculino,El Mister,Acompañamiento,Cualquiera,120,398991,Cripto,2023-08-17
803,Femenino,La Coneja,Servicio premium,Femenino,120,184408,Efectivo,2023-12-16
804,Masculino,Fantasma,Servicio premium,Femenino,60,201554,Transferencia,2023-12-27
805,Femenino,Cupcake,Baile privado,Femenino,120,396026,Efectivo,2023-04-10
806,Masculino,El Flaco,Masaje,Femenino,30,439265,Tarjeta,2023-06-27
807,Masculino,El Tigre,Masaje,Femenino,45,196535,Tarjeta,2023-08-10
808,Femenino,Dulce,Acompañamiento,Cualquiera,30,292191,Efectivo,2023-01-02
809,Femenino,Dulce,Acompañamiento,Masculino,120,237826,Transferencia,2023-05-04
810,Masculino,El Rey,Acompañamiento,Cualquiera,45,201534,Efectivo,2023-09-09
811,Masculino,El Tigre,Acompañamiento,Femenino,45,283241,Tarjeta,2023-02-02
812,Femenino,Dulce,Acompañamiento,Masculino,120,431759,Transferencia,2023-11-21
813,Masculino,Shadow,Servicio premium,Masculino,60,234371,Efectivo,2023-04-27
814,Femenino,Poker,Acompañamiento,Masculino,45,132715,Cripto,2023-03-03
815,Femenino,La Diabla,Masaje,Cualquiera,30,466186,Cripto,2023-07-05
816,Masculino,El Mono,Servicio premium,Cualquiera,120,288340,Transferencia,2023-02-10
817,Masculino,El Flaco,Masaje,Cualquiera,45,478171,Efectivo,2023-11-20
818,Masculino,El Flaco,Acompañamiento,Cualquiera,120,205886,Transferencia,2023-07-24
819,Masculino,Fantasma,Servicio premium,Cualquiera,120,210292,Transferencia,2023-09-22
820,Masculino,Shadow,Servicio premium,Cualquiera,45,220133,Tarjeta,2023-02-24
821,Femenino,Candy,Acompañamiento,Femenino,60,225350,Efectivo,2023-12-11
822,Femenino,Luz Negra,Servicio premium,Masculino,120,202540,Efectivo,2023-08-02
823,Masculino,Tormenta,Baile privado,Cualquiera,90,376910,Cripto,2023-05-23
824,Femenino,Dulce,Acompañamiento,Cualquiera,30,82265,Transferencia,2023-09-20
825,Masculino,El Búho,Masaje,Masculino,90,415425,Cripto,2023-05-01
826,Masculino,El Mister,Servicio premium,Masculino,45,224682,Tarjeta,2023-12-06
827,Femenino,La Chispa,Masaje,Femenino,45,345701,Efectivo,2023-09-17
828,Femenino,La Coneja,Masaje,Femenino,45,444236,Transferencia,2023-02-16
829,Masculino,El Papi,Servicio premium,Cualquiera,60,371406,Transferencia,2023-12-16
830,Masculino,Tormenta,Masaje,Femenino,60,160125,Transferencia,2023-01-29
831,Femenino,La Diabla,Servicio premium,Femenino,45,135601,Transferencia,2023-03-23
832,Femenino,La Reina,Servicio premium,Femenino,60,80708,Tarjeta,2023-02-03
833,No binario,Chocolate,Acompañamiento,Femenino,120,356412,Cripto,2023-10-21
834,Femenino,Candy,Baile privado,Cualquiera,30,448197,Transferencia,2023-01-26
835,Masculino,El Bravo,Acompañamiento,Cualquiera,120,259180,Transferencia,2023-02-20
836,No binario,Chocolate,Baile privado,Femenino,90,430071,Cripto,2023-01-02
837,Femenino,La Mamba,Baile privado,Cualquiera,60,158034,Transferencia,2023-05-06
838,Femenino,La Chispa,Servicio premium,Masculino,30,281622,Cripto,2023-03-16
839,Femenino,Rubí,Masaje,Femenino,90,196354,Cripto,2023-12-14
840,Masculino,El Flaco,Baile privado,Femenino,120,199522,Efectivo,2023-10-31
841,No binario,Bombón,Acompañamiento,Masculino,45,290882,Cripto,2023-01-31
842,Femenino,Rubí,Acompañamiento,Cualquiera,30,442539,Efectivo,2023-07-08
843,Masculino,El Lobo,Masaje,Femenino,60,463276,Tarjeta,2023-03-08
844,Femenino,La Leona,Masaje,Cualquiera,30,431860,Cripto,2023-03-26
845,Femenino,Gata Salvaje,Servicio premium,Cualquiera,30,269602,Tarjeta,2023-03-10
846,Masculino,El Rey,Acompañamiento,Masculino,60,230041,Cripto,2023-09-24
847,Masculino,Rayo,Acompañamiento,Masculino,120,390920,Efectivo,2023-11-25
848,Masculino,El Lobo,Servicio premium,Masculino,30,422545,Transferencia,2023-05-27
849,Femenino,La Chispa,Baile privado,Masculino,120,361172,Tarjeta,2023-10-07
850,No binario,Sombra,Servicio premium,Cualquiera,45,86902,Efectivo,2023-09-18
851,Masculino,El Duende,Servicio premium,Cualquiera,45,402463,Transferencia,2023-10-28
852,No binario,Sombra,Masaje,Masculino,60,486811,Tarjeta,2023-12-19
853,Masculino,El Mono,Baile privado,Femenino,120,432098,Tarjeta,2023-06-03
854,Femenino,La Coneja,Servicio premium,Cualquiera,90,394949,Efectivo,2023-05-15
855,No binario,Chocolate,Masaje,Masculino,60,260609,Cripto,2023-07-31
856,Femenino,La Pantera,Acompañamiento,Femenino,60,177670,Tarjeta,2023-10-25
857,Femenino,Diamante,Acompañamiento,Cualquiera,120,184314,Cripto,2023-10-08
858,No binario,Bombón,Servicio premium,Cualquiera,90,476437,Cripto,2023-09-20
859,Femenino,La Mamba,Servicio premium,Cualquiera,120,162148,Cripto,2023-05-03
860,Femenino,La Reina,Servicio premium,Masculino,120,250814,Cripto,2023-01-31
861,No binario,Bombón,Servicio premium,Masculino,30,175328,Efectivo,2023-06-09
862,Masculino,El Tigre,Baile privado,Femenino,120,222399,Efectivo,2023-12-19
863,Masculino,Tormenta,Baile privado,Femenino,60,203856,Transferencia,2023-06-14
864,Femenino,Diamante,Acompañamiento,Cualquiera,90,366199,Tarjeta,2023-12-14
865,Masculino,El Veneno,Acompañamiento,Masculino,30,260851,Cripto,2023-06-18
866,Masculino,El Flaco,Masaje,Masculino,120,218597,Cripto,2023-03-03
867,Femenino,La Pantera,Acompañamiento,Masculino,60,335782,Cripto,2023-12-03
868,Femenino,La Mamba,Masaje,Femenino,45,498563,Cripto,2023-04-26
869,Masculino,El Rulo,Baile privado,Femenino,90,143297,Transferencia,2023-03-05
870,Masculino,El Búho,Servicio premium,Cualquiera,90,242986,Cripto,2023-08-09
871,Femenino,Cupcake,Acompañamiento,Cualquiera,30,205878,Cripto,2023-05-26
872,Femenino,Pecado,Acompañamiento,Femenino,90,350992,Cripto,2023-09-29
873,No binario,Chocolate,Baile privado,Masculino,90,87896,Cripto,2023-02-03
874,Femenino,Pecado,Servicio premium,Cualquiera,120,123147,Transferencia,2023-07-01
875,Masculino,El Flaco,Servicio premium,Masculino,30,440764,Cripto,2023-06-05
876,Femenino,Luz Negra,Servicio premium,Masculino,120,393681,Transferencia,2023-06-10
877,Masculino,El Negro,Masaje,Cualquiera,45,312153,Cripto,2023-08-12
878,No binario,Bombón,Acompañamiento,Cualquiera,90,460359,Transferencia,2023-05-20
879,Femenino,Luz Negra,Servicio premium,Femenino,60,262669,Cripto,2023-01-04
880,Femenino,La Fiera,Baile privado,Cualquiera,60,52840,Tarjeta,2023-07-04
881,Femenino,Sirena,Masaje,Masculino,30,302255,Tarjeta,2023-01-15
882,Femenino,La Tremenda,Servicio premium,Femenino,45,249275,Efectivo,2023-07-26
883,Masculino,Fantasma,Servicio premium,Cualquiera,45,467350,Cripto,2023-10-21
884,No binario,Chocolate,Acompañamiento,Masculino,30,479747,Efectivo,2023-12-09
885,Femenino,La Mamba,Masaje,Masculino,30,406818,Tarjeta,2023-01-29
886,Femenino,La Diabla,Masaje,Masculino,30,271523,Efectivo,2023-06-18
887,Femenino,Cupcake,Servicio premium,Femenino,45,219578,Tarjeta,2023-12-05
888,Femenino,La Reina,Baile privado,Cualquiera,60,307925,Transferencia,2023-06-23
889,Masculino,El Rey,Masaje,Femenino,90,327305,Cripto,2023-04-17
890,Femenino,Pecado,Masaje,Masculino,60,329826,Transferencia,2023-10-15
891,No binario,Chocolate,Servicio premium,Femenino,45,348966,Cripto,2023-08-23
892,Femenino,Candy,Servicio premium,Masculino,60,168350,Efectivo,2023-10-19
893,Femenino,La Coneja,Masaje,Masculino,120,375974,Tarjeta,2023-08-10
894,Masculino,El Gallito,Baile privado,Cualquiera,30,275218,Tarjeta,2023-05-10
895,Masculino,Rayo,Acompañamiento,Femenino,120,239036,Cripto,2023-09-20
896,Femenino,Gata Salvaje,Masaje,Masculino,60,343938,Cripto,2023-01-25
897,Femenino,La Leona,Acompañamiento,Cualquiera,60,298597,Efectivo,2023-07-12
898,Masculino,El Tigre,Masaje,Masculino,90,144429,Tarjeta,2023-09-19
899,Femenino,Candy,Masaje,Masculino,45,227608,Cripto,2023-03-02
900,Femenino,La Leona,Masaje,Cualquiera,30,484808,Efectivo,2023-05-07
901,Femenino,La Tremenda,Servicio premium,Masculino,120,366405,Efectivo,2023-02-23
902,Masculino,El Mono,Acompañamiento,Cualquiera,120,131895,Tarjeta,2023-02-28
903,Femenino,La Coneja,Acompañamiento,Masculino,45,389660,Tarjeta,2023-10-01
904,Femenino,Cupcake,Servicio premium,Femenino,90,250912,Tarjeta,2023-07-20
905,Masculino,El Duende,Masaje,Cualquiera,90,237238,Cripto,2023-01-29
906,Masculino,El Tigre,Masaje,Cualquiera,90,401268,Transferencia,2023-07-06
907,Femenino,Luz Negra,Baile privado,Femenino,60,287252,Cripto,2023-05-07
908,Femenino,Pecado,Acompañamiento,Femenino,45,60607,Cripto,2023-07-16
909,Femenino,Candy,Acompañamiento,Femenino,60,330228,Cripto,2023-01-24
910,Masculino,Tormenta,Servicio premium,Cualquiera,90,129979,Efectivo,2023-12-13
911,Femenino,Candy,Baile privado,Femenino,45,81948,Tarjeta,2023-12-15
912,Masculino,El Rey,Baile privado,Femenino,90,323324,Efectivo,2023-03-29
913,Masculino,El Tigre,Servicio premium,Cualquiera,90,282367,Tarjeta,2023-08-29
914,Femenino,La Chispa,Acompañamiento,Cualquiera,120,210114,Efectivo,2023-09-23
915,Masculino,Fantasma,Masaje,Cualquiera,30,447740,Efectivo,2023-11-16
916,Femenino,Pecado,Masaje,Masculino,60,421123,Cripto,2023-11-19
917,Masculino,El Rey,Servicio premium,Cualquiera,60,404562,Efectivo,2023-09-02
918,Masculino,Fantasma,Baile privado,Cualquiera,120,257790,Transferencia,2023-10-13
919,Femenino,La Chispa,Masaje,Masculino,30,172997,Efectivo,2023-02-15
920,Masculino,El Bravo,Baile privado,Femenino,90,385485,Tarjeta,2023-12-20
921,Femenino,Sirena,Baile privado,Femenino,60,256826,Cripto,2023-09-14
922,Masculino,El Negro,Masaje,Masculino,90,206620,Cripto,2023-06-29
923,Femenino,Dulce,Servicio premium,Cualquiera,30,86454,Transferencia,2023-06-06
924,Masculino,El Flaco,Servicio premium,Masculino,45,203892,Cripto,2023-10-04
925,Femenino,Gata Salvaje,Baile privado,Femenino,120,320350,Cripto,2023-12-27
926,No binario,Bombón,Masaje,Masculino,45,135272,Tarjeta,2023-02-14
927,Femenino,La Chispa,Baile privado,Femenino,45,319780,Efectivo,2023-01-28
928,Masculino,El Flaco,Acompañamiento,Masculino,60,277614,Efectivo,2023-08-04
929,No binario,Chocolate,Masaje,Masculino,120,118573,Efectivo,2023-06-09
930,Femenino,Rubí,Servicio premium,Femenino,120,246204,Cripto,2023-07-28
931,Masculino,El Tigre,Baile privado,Cualquiera,60,389935,Efectivo,2023-08-28
932,Femenino,Candy,Masaje,Cualquiera,60,73730,Transferencia,2023-12-12
933,Masculino,El Papi,Servicio premium,Masculino,45,464280,Transferencia,2023-06-14
934,Masculino,Rayo,Servicio premium,Masculino,60,467514,Efectivo,2023-03-31
935,Femenino,La Reina,Baile privado,Masculino,90,414111,Cripto,2023-10-30
936,Femenino,Dulce,Baile privado,Masculino,120,269198,Transferencia,2023-11-08
937,Femenino,Luz Negra,Masaje,Masculino,120,110848,Tarjeta,2023-04-18
938,Masculino,Rayo,Acompañamiento,Femenino,120,292316,Efectivo,2023-04-06
939,Masculino,El Rey,Servicio premium,Masculino,90,71372,Transferencia,2023-05-25
940,Masculino,Rayo,Servicio premium,Cualquiera,60,328225,Transferencia,2023-11-07
941,Femenino,La Fiera,Servicio premium,Cualquiera,60,459247,Efectivo,2023-08-12
942,Masculino,El Gallito,Baile privado,Cualquiera,30,271254,Tarjeta,2023-01-29
943,Masculino,El Mono,Masaje,Masculino,90,372306,Efectivo,2023-04-11
944,Femenino,La Leona,Baile privado,Masculino,120,209046,Cripto,2023-05-11
945,Femenino,Luz Negra,Servicio premium,Cualquiera,30,485797,Tarjeta,2023-09-07
946,Femenino,Pecado,Servicio premium,Femenino,30,126441,Efectivo,2023-02-21
947,Femenino,La Tremenda,Masaje,Cualquiera,90,391748,Tarjeta,2023-10-10
948,Femenino,La Tremenda,Baile privado,Masculino,90,88040,Efectivo,2023-12-18
949,Femenino,Rubí,Baile privado,Masculino,60,162820,Cripto,2023-01-08
950,Masculino,El Rey,Acompañamiento,Femenino,30,460101,Efectivo,2023-06-11
951,Masculino,El Duende,Servicio premium,Cualquiera,120,111604,Tarjeta,2023-06-18
952,No binario,Chocolate,Masaje,Femenino,30,279633,Efectivo,2023-03-31
953,Femenino,Luz Negra,Baile privado,Cualquiera,90,199081,Tarjeta,2023-05-13
954,Femenino,La Reina,Baile privado,Masculino,45,425731,Efectivo,2023-11-05
955,Femenino,La Diabla,Masaje,Masculino,120,197423,Tarjeta,2023-12-08
956,Femenino,La Reina,Acompañamiento,Cualquiera,120,482702,Transferencia,2023-10-13
957,Masculino,El Flaco,Servicio premium,Cualquiera,45,75001,Cripto,2023-07-23
958,Femenino,Gata Salvaje,Baile privado,Cualquiera,90,230675,Efectivo,2023-10-19
959,Masculino,El Rulo,Acompañamiento,Masculino,60,289298,Efectivo,2023-06-05
960,Femenino,La Leona,Servicio premium,Femenino,90,269622,Efectivo,2023-02-25
961,Masculino,Shadow,Masaje,Masculino,60,231172,Efectivo,2023-03-01
962,Masculino,El Tigre,Baile privado,Cualquiera,90,456855,Tarjeta,2023-01-09
963,Masculino,El Vato,Baile privado,Femenino,60,460780,Efectivo,2023-06-20
964,Masculino,El Mono,Acompañamiento,Cualquiera,60,349367,Transferencia,2023-02-23
965,Femenino,Candy,Masaje,Femenino,90,102759,Tarjeta,2023-05-05
966,Femenino,La Mamba,Servicio premium,Masculino,30,195033,Cripto,2023-11-06
967,Masculino,El Lobo,Acompañamiento,Masculino,60,102342,Tarjeta,2023-03-16
968,Masculino,El Gallito,Servicio premium,Cualquiera,120,247750,Transferencia,2023-05-23
969,Masculino,El Rey,Servicio premium,Femenino,30,378712,Tarjeta,2023-09-07
970,Masculino,El Papi,Baile privado,Cualquiera,30,203005,Cripto,2023-03-02
971,Femenino,La Reina,Servicio premium,Masculino,60,143692,Transferencia,2023-02-13
972,Masculino,El Búho,Masaje,Femenino,30,446024,Tarjeta,2023-01-18
973,Femenino,La Tremenda,Baile privado,Femenino,30,214337,Transferencia,2023-04-04
974,Femenino,La Chispa,Servicio premium,Masculino,60,400813,Efectivo,2023-07-21
975,No binario,Sombra,Acompañamiento,Femenino,45,369149,Tarjeta,2023-05-25
976,Masculino,El Búho,Baile privado,Femenino,60,298959,Transferencia,2023-11-15
